catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0180,R/P1Y,salta,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de Salta,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1875-01-01,2017-01-01,143,2696,False,258.0,250.0,0.03200000000000003,False,818,20,64,132"
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0181,R/P1Y,san_juan,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de San Juan,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1875-01-01,2017-01-01,143,2696,False,7.0,10.0,-0.30000000000000004,False,888,25,70,138"
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0182,R/P1Y,san_luis,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de San Luis,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1875-01-01,2017-01-01,143,2696,False,95.0,90.0,0.05555555555555558,False,849,25,76,149"
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0183,R/P1Y,santa_cruz,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de Santa Cruz,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1895-01-01,2017-01-01,123,2696,False,2770.0,2951.0,-0.06133514063029477,False,945,26,76,150"
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0184,R/P1Y,santa_fe,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de Santa Fe,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1875-01-01,2017-01-01,143,2696,False,153.0,140.0,0.09285714285714275,False,1038,22,69,137"
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0185,R/P1Y,santiago_del_estero,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de Santiago del Estero,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1875-01-01,2017-01-01,143,2696,False,233.0,252.0,-0.07539682539682535,False,887,21,64,131"
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0186,R/P1Y,tierra_del_fuego,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de Tierra del Fuego,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1895-01-01,2017-01-01,123,2696,False,347.0,367.0,-0.05449591280653954,False,887,21,68,137"
"agroindustria,8d88fe6b-68cf-4656-85ee-bb4b7029d456,704fc523-7f74-4c30-8e0e-fb6338ae6731,AGRO_0187,R/P1Y,tucuman,unidad,Indica la cantidad de cabezas de ganado ovino en la provincia de Tucuman,Serie de Tiempo de Existencias ovinas desde el año 1875 al 2017,""Dirección de Ovinos, Caprinos y Camélidos"",https://datos.magyp.gob.ar/dataset/8d88fe6b-68cf-4656-85ee-bb4b7029d456/resource/704fc523-7f74-4c30-8e0e-fb6338ae6731/download/serie_existencias_ovinas-1875_2017.csv,Ganadería - Existencias ovinas desde 1875 al 2017,,Ganadería - Existencias ovinas desde 1875 al 2017,Datos anuales provinciales sobre existencias ovinas.,,1875-01-01,2017-01-01,143,2696,False,20.0,17.0,0.17647058823529416,False,855,24,67,136"
"agroindustria,954221e4-1d58-4103-bb09-88fa0868be34,08d54f4f-44ee-4349-a86f-2a9c763bdc65,AGRO_A_Mani_0001,R/P1Y,superficie_sembrada_mani_ha,hectáreas,Hectáreas sembradas de maní.,Serie de tiempo de maní,""Ministerio de Agricultura, Ganadería y Pesca - Dirección Nacional de Agricultura"",https://datos.magyp.gob.ar/dataset/954221e4-1d58-4103-bb09-88fa0868be34/resource/08d54f4f-44ee-4349-a86f-2a9c763bdc65/download/mani-serie-1927-2023-anual.csv,""Maní - siembra, cosecha, producción, rendimiento"",MAGyP,""Maní - siembra, cosecha, producción, rendimiento"",""Serie histórica de la superficie sembrada, superficie cosechada, producción y rendimiento de maní en la Argentina desde 1927."",,1927-01-01,2023-01-01,97,505,True,433896.0,373847.0,0.16062453356587048,False,1360,50,124,191"
"agroindustria,954221e4-1d58-4103-bb09-88fa0868be34,08d54f4f-44ee-4349-a86f-2a9c763bdc65,AGRO_A_Mani_0002,R/P1Y,superficie_cosechada_mani_ha,hectáreas,Hectáreas cosechadas de maní.,Serie de tiempo de maní,""Ministerio de Agricultura, Ganadería y Pesca - Dirección Nacional de Agricultura"",https://datos.magyp.gob.ar/dataset/954221e4-1d58-4103-bb09-88fa0868be34/resource/08d54f4f-44ee-4349-a86f-2a9c763bdc65/download/mani-serie-1927-2023-anual.csv,""Maní - siembra, cosecha, producción, rendimiento"",MAGyP,""Maní - siembra, cosecha, producción, rendimiento"",""Serie histórica de la superficie sembrada, superficie cosechada, producción y rendimiento de maní en la Argentina desde 1927."",,1927-01-01,2023-01-01,97,505,True,431991.0,371627.0,0.16243168553415122,False,1362,52,126,187"
"agroindustria,954221e4-1d58-4103-bb09-88fa0868be34,08d54f4f-44ee-4349-a86f-2a9c763bdc65,AGRO_A_Mani_0003,R/P1Y,produccion_mani_t,toneladas,Producción anual de maní en toneladas.,Serie de tiempo de maní,""Ministerio de Agricultura, Ganadería y Pesca - Dirección Nacional de Agricultura"",https://datos.magyp.gob.ar/dataset/954221e4-1d58-4103-bb09-88fa0868be34/resource/08d54f4f-44ee-4349-a86f-2a9c763bdc65/download/mani-serie-1927-2023-anual.csv,""Maní - siembra, cosecha, producción, rendimiento"",MAGyP,""Maní - siembra, cosecha, producción, rendimiento"",""Serie histórica de la superficie sembrada, superficie cosechada, producción y rendimiento de maní en la Argentina desde 1927."",,1927-01-01,2023-01-01,97,505,True,1482827.0,962674.0,0.5403210224852857,False,1330,49,122,187"
"agroindustria,954221e4-1d58-4103-bb09-88fa0868be34,08d54f4f-44ee-4349-a86f-2a9c763bdc65,AGRO_A_Mani_0004,R/P1Y,rendimiento_mani_kgxha,kilogramo,Rendimiento en kilogramos por hectárea de maní.,Serie de tiempo de maní,""Ministerio de Agricultura, Ganadería y Pesca - Dirección Nacional de Agricultura"",https://datos.magyp.gob.ar/dataset/954221e4-1d58-4103-bb09-88fa0868be34/resource/08d54f4f-44ee-4349-a86f-2a9c763bdc65/download/mani-serie-1927-2023-anual.csv,""Maní - siembra, cosecha, producción, rendimiento"",MAGyP,""Maní - siembra, cosecha, producción, rendimiento"",""Serie histórica de la superficie sembrada, superficie cosechada, producción y rendimiento de maní en la Argentina desde 1927."",,1927-01-01,2023-01-01,97,505,True,3143.08,2386.89,0.31680973987071037,False,1365,52,131,193"
"agroindustria,9a532501-3d40-4199-960f-06f5b24e3ab8,1c56b990-5f6c-4f39-ba3c-81fad06080e0,AGRO_0035,R/P1M,ingreso_soja_ind_aceitera,Toneladas,Ingreso de soja a la industria aceitera.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/9a532501-3d40-4199-960f-06f5b24e3ab8/resource/1c56b990-5f6c-4f39-ba3c-81fad06080e0/download/serie-tiempo-soja-destino-industria.csv,Soja - destino industrial,,Soja - destino industrial,""Ingreso de granos de soja a la industria aceitera y balanceadora. Productos y subproductos de la industria aceitera."
"Año Comercial de Abril a Marzo."",,1967-01-01,2018-09-01,621,2331,False,2909598.0,3040524.0,-0.04306034091492128,False,1424,15,49,96"
"agroindustria,9a532501-3d40-4199-960f-06f5b24e3ab8,1c56b990-5f6c-4f39-ba3c-81fad06080e0,AGRO_0036,R/P1M,ingreso_soja_balanceadora,Toneladas,Ingreso de soja a la industria balanceadora.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/9a532501-3d40-4199-960f-06f5b24e3ab8/resource/1c56b990-5f6c-4f39-ba3c-81fad06080e0/download/serie-tiempo-soja-destino-industria.csv,Soja - destino industrial,,Soja - destino industrial,""Ingreso de granos de soja a la industria aceitera y balanceadora. Productos y subproductos de la industria aceitera."
"Año Comercial de Abril a Marzo."",,1993-01-01,2018-09-01,309,2331,False,25302.0,37074.0,-0.3175271079462696,False,1531,16,44,88"
"agroindustria,9a532501-3d40-4199-960f-06f5b24e3ab8,1c56b990-5f6c-4f39-ba3c-81fad06080e0,AGRO_0037,R/P1M,prod_aceite_soja,Toneladas,Producción de aceite de soja.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/9a532501-3d40-4199-960f-06f5b24e3ab8/resource/1c56b990-5f6c-4f39-ba3c-81fad06080e0/download/serie-tiempo-soja-destino-industria.csv,Soja - destino industrial,,Soja - destino industrial,""Ingreso de granos de soja a la industria aceitera y balanceadora. Productos y subproductos de la industria aceitera."
"Año Comercial de Abril a Marzo."",,1967-01-01,2018-09-01,621,2331,False,578779.0,598397.0,-0.03278425526865947,False,1666,18,45,100"
"agroindustria,9a532501-3d40-4199-960f-06f5b24e3ab8,1c56b990-5f6c-4f39-ba3c-81fad06080e0,AGRO_0038,R/P1M,prod_expellers_soja,Toneladas,Producción de expellers de soja.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/9a532501-3d40-4199-960f-06f5b24e3ab8/resource/1c56b990-5f6c-4f39-ba3c-81fad06080e0/download/serie-tiempo-soja-destino-industria.csv,Soja - destino industrial,,Soja - destino industrial,""Ingreso de granos de soja a la industria aceitera y balanceadora. Productos y subproductos de la industria aceitera."
"Año Comercial de Abril a Marzo."",,1982-01-01,2018-09-01,441,2331,False,58888.0,61420.0,-0.04122435688700754,False,1591,19,43,103"
"agroindustria,9a532501-3d40-4199-960f-06f5b24e3ab8,1c56b990-5f6c-4f39-ba3c-81fad06080e0,AGRO_0039,R/P1M,prod_pellets_soja,Toneladas,Producción de pellets de soja.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/9a532501-3d40-4199-960f-06f5b24e3ab8/resource/1c56b990-5f6c-4f39-ba3c-81fad06080e0/download/serie-tiempo-soja-destino-industria.csv,Soja - destino industrial,,Soja - destino industrial,""Ingreso de granos de soja a la industria aceitera y balanceadora. Productos y subproductos de la industria aceitera."
"Año Comercial de Abril a Marzo."",,1967-01-01,2018-09-01,621,2331,False,2155507.0,2227629.0,-0.03237612726356143,False,1730,20,44,114"
"agroindustria,9bb35ee6-11d8-4e7f-9da9-5135519cbe4b,fe5bb691-7f7a-46ef-9142-c18eaa218213,AGRO_0024,R/P1M,ingreso_arroz_cascara_industria,toneladas,Ingreso de arroz de cascara para la industria.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/9bb35ee6-11d8-4e7f-9da9-5135519cbe4b/resource/fe5bb691-7f7a-46ef-9142-c18eaa218213/download/serie-de-tiempo-arroz-cascara.csv,Arroz cáscara - Destino industrial,,Arroz cáscara - Destino industrial,""Una vez cosechado o almacenado, el arroz cáscara se transporta a las plantas de industrialización (Industrial Arrocero) para su procesamiento a producto arroz. Año comercial de Abril a Marzo"",,1950-01-01,2018-09-01,825,2331,False,77464.0,107695.0,-0.28070941083615764,False,831,24,54,86"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0401,R/P1Y,leche_fluida,Dolares,Cantidad de dólares en la balanza comercial de leche fluida.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,10915431.31,15329812.0,-0.2879605235863296,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0402,R/P1Y,leche_polvo_entera,Dolares,Cantidad de dólares en la balanza comercial de leche en polvo entera.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,339643597.5,385073282.0,-0.11797672449266428,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0403,R/P1Y,leche_polvo_descremada,Dolares,Cantidad de dólares en la balanza comercial de leche en polvo descremada.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,30449103.91,55900455.0,-0.45529774471424245,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0404,R/P1Y,leche_maternizada,Dolares,Cantidad de dólares en la balanza comercial de leche maternizada. Incluye leche en polvo modificada.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,34869260.23,149144841.0,-0.7662053880227745,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0405,R/P1Y,leche_condensada,Dolares,Cantidad de dólares en la balanza comercial de leche condensada.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,-1890561.05,-1935924.0,-0.023432195685367807,False,2,2,2,2"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0406,R/P1Y,dulce_de_leche,Dolares,Cantidad de dólares en la balanza comercial de dulce de leche.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,9562484.33,10326588.0,-0.07399381770629365,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0407,R/P1Y,queso_pasta_blanda,Dolares,Cantidad de dólares en la balanza comercial de queso de pasta blanda.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,50364441.77,50912980.0,-0.010774035029966766,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0408,R/P1Y,queso_pasta_semidura,Dolares,Cantidad de dólares en la balanza comercial de queso de pasta semidura.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,45095262.94,48710620.0,-0.0742211259064246,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0409,R/P1Y,queso_pasta_dura,Dolares,Cantidad de dólares en la balanza comercial de queso de pasta dura.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,44738142.52,64696627.0,-0.3084934316591188,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0410,R/P1Y,queso_rallado,Dolares,Cantidad de dólares en la balanza comercial de queso rallado.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,3250287.26,1977021.0,0.6440327442146541,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0411,R/P1Y,queso_fundido,Dolares,Cantidad de dólares en la balanza comercial de queso fundido.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,-6918603.06,-8308850.0,-0.16732122255185744,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0412,R/P1Y,otros_quesos,Dolares,Cantidad de dólares en la balanza comercial de otros quesos.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,-12136.81,80794.0,-1.1502191994455033,False,2,2,2,2"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0413,R/P1Y,manteca,Dolares,Cantidad de dólares en la balanza comercial de manteca.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,26004625.33,48235875.0,-0.4608862111447134,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0414,R/P1Y,aceite_butirico,Dolares,Cantidad de dólares en la balanza comercial de aceite butírico.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
"(Diferencia entre Exportaciones e Importaciones)"",,1989-01-01,2009-01-01,21,3661,False,7250437.4,31995339.0,-0.7733908242072385,False,0,0,0,0"
"agroindustria,9cecf504-6352-4dae-bacb-0a8bfead3e7c,79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74,AGRO_0415,R/P1Y,crema,Dolares,Cantidad de dólares en la balanza comercial de crema.,Serie de Tiempo de Balanza comercial anual de productos lácteos,""Ministerio de Agricultura, Ganadería y Pesca"",https://datos.magyp.gob.ar/dataset/9cecf504-6352-4dae-bacb-0a8bfead3e7c/resource/79d0e117-6f2e-4c7c-8a39-b4b0b71c5c74/download/lacteos-balanza-anual-dolares-1989-2009.csv,Lácteos - Balanza comercial,,Lácteos - Balanza comercial,""Datos de la balanza comercial de productos lácteos."
