catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
"bcra,2,2.1,bcra_145,R/P1M,bcra_145,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Series mensuales, saldos a fin de mes - Activo - Crédito al sector público - En moneda extranjera - Préstamos - A gobiernos provinciales y municipales"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2020-09-01,370,40,True,1953835.0,1911719.0,0.02203043438915442,False,2,0,0,0"
"bcra,2,2.1,bcra_146,R/P1M,bcra_146,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Series mensuales, saldos a fin de mes - Activo - Crédito al sector público - En moneda extranjera - Préstamos - A otros entes oficiales"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2020-09-01,370,40,True,6799197.0,6780174.0,0.0028056802082070398,False,2,0,0,0"
"bcra,2,2.1,bcra_147,R/P1M,bcra_147,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Series mensuales, saldos a fin de mes - Activo - Crédito al sector público - En moneda extranjera - Valores públicos"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1990-01-01,2020-09-01,369,40,True,133202840.0,128332949.0,0.03794731624222236,False,2,0,0,0"
"bcra,2,2.1,bcra_148,R/P1M,bcra_148,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Series mensuales, saldos a fin de mes - Activo - Crédito al sector público - En moneda extranjera - Recursos devengados sobre préstamos"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1990-01-01,2020-09-01,369,40,True,201972.0,194891.0,0.03633312980076053,False,1,0,0,0"
"bcra,2,2.1,bcra_1483,R/P1M,bcra_1483,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Compras a término y al contado a liquidar - En moneda nacional - De títulos valores públicos nacionales"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-12-01,361,40,True,0.0,0.0,nan,False,2,0,0,0"
"bcra,2,2.1,bcra_1484,R/P1M,bcra_1484,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Compras a término y al contado a liquidar - En moneda nacional - De otros títulos valores"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-12-01,361,40,True,0.0,0.0,nan,False,2,0,0,0"
"bcra,2,2.1,bcra_1485,R/P1M,bcra_1485,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Compras a término y al contado a liquidar - En moneda extranjera - Total"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1994-01-01,2019-12-01,312,40,True,0.0,0.0,nan,False,1,0,0,0"
"bcra,2,2.1,bcra_1486,R/P1M,bcra_1486,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Compras a término y al contado a liquidar - En moneda extranjera - De títulos valores públicos nacionales"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-12-01,361,40,True,0.0,0.0,nan,False,2,0,0,0"
"bcra,2,2.1,bcra_1487,R/P1M,bcra_1487,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Compras a término y al contado a liquidar - En moneda extranjera - De otros títulos valores"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-12-01,361,40,True,0.0,0.0,nan,False,1,0,0,0"
"bcra,2,2.1,bcra_1488,R/P1M,bcra_1488,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Cauciones bursátiles - Total"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-09-01,358,40,True,515277.0,1454963.0,-0.6458487260500783,False,1,0,0,0"
"bcra,2,2.1,bcra_1489,R/P1M,bcra_1489,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Cauciones bursátiles - En moneda nacional"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-09-01,358,40,True,466443.0,850992.0,-0.4518832139432568,False,1,0,0,0"
"bcra,2,2.1,bcra_149,R/P1M,bcra_149,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Series mensuales, saldos a fin de mes - Activo - Crédito al sector privado - Total"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1940-08-01,2020-09-01,962,40,True,3391672283.0,3343755368.0,0.014330269330875334,False,36,0,0,0"
"bcra,2,2.1,bcra_1490,R/P1M,bcra_1490,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Cauciones bursátiles - En moneda extranjera"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-09-01,358,40,True,48834.0,603971.0,-0.9191451245175679,False,18,0,2,3"
"bcra,2,2.1,bcra_1491,R/P1M,bcra_1491,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Otros depósitos y obligaciones - Total"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1985-01-01,2019-09-01,417,40,True,252480243.0,253052299.0,-0.002260623603344558,False,1,0,0,0"
"bcra,2,2.1,bcra_1492,R/P1M,bcra_1492,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Otros depósitos y obligaciones - A la vista - Total"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1985-01-01,2019-09-01,417,40,True,242667135.0,243808266.0,-0.004680444263526318,False,1,0,0,0"
"bcra,2,2.1,bcra_1493,R/P1M,bcra_1493,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Otros depósitos y obligaciones - A la vista - En moneda nacional"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1985-01-01,2019-09-01,417,40,True,174160674.0,177665948.0,-0.01972957699243527,False,6,0,0,0"
"bcra,2,2.1,bcra_1494,R/P1M,bcra_1494,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Otros depósitos y obligaciones - A la vista - En moneda extranjera"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1985-01-01,2019-09-01,417,40,True,68506461.0,66142318.0,0.035743274071525555,False,2,0,0,0"
"bcra,2,2.1,bcra_1495,R/P1M,bcra_1495,MIles de pesos corrientes,""Información relacionada con la normativa de regulación de liquidez del BCRA (serie mensual) - Depósitos y otras obligaciones sujetas a la normativa de regulación de liquidez del BCRA, promedio mensual de saldos diarios, en miles de pesos - Otros depósitos y obligaciones sujetos a la normativa de regulación de liquidez del BCRA - Otros depósitos y obligaciones - A plazo - Total"",""Balances consolidados, exigencia e integración de efectivo mínimo y otros datos del sistema financiero"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1989-12-01,2019-09-01,358,40,True,9813108.0,9244033.0,0.0615613336733003,False,1,0,0,0"
